	Query_id	Query	Passage_id	Passage	Score
0	132_1-1	I remember Glasgow hosting COP26 last year, but unfortunately I was out of the loop. What was the conference about?	MARCO_msmarco_doc_30_1605964568-1	HOME - UN Climate Change Conference (COP26) at the SEC – Glasgow 2021 Uniting the world to tackle climate change. The UK will host the 26th UN Climate Change Conference of the Parties (COP26) in Glasgow on 1 – 12 November 2021. The COP26 summit will bring parties together to accelerate action towards the goals of the Paris Agreement and the UN Framework Convention on Climate Change. The UK is committed to working with all countries and joining forces with civil society, companies and people on the frontline of climate change to inspire climate action ahead of COP26. COP26 @COP26 · May 25, 2021 1397069926800654339 We need to accelerate the #RaceToZero Join @wef, @MPPindustry, @topnigel & @gmunozabogabir for a series of events demonstrating the need for systemic change to accelerate the global transition to net zero. Starting May 27th Learn more #ClimateBreakthroughs | #COP26 Twitter 1397069926800654339 COP26 @COP26 · May 24, 2021 1396737733649846273 #TechForOurPlanet is a new challenge programme for #CleanTech startups to pilot and showcase their solutions at #COP26! Innovators can apply to six challenges focusing around core climate issues and government priorities.	346.2588619812737
1	132_1-1	I remember Glasgow hosting COP26 last year, but unfortunately I was out of the loop. What was the conference about?	MARCO_msmarco_doc_33_1621342262-1	"Climate Change: What is COP26, and why is it happening in Glasgow in 2021? - CBBC Newsround Home Menu Home Shows Games Quizzes Watch Join In Puzzles Newsround Newsround play Watch Newsround Climate Change: What is COP26, and why is it happening in Glasgow in 2021? 18 Nov 2020 18 November 2020 Last updated at 01:27 comments View Comments (2) COP26 The official poster for the rescheduled COP26 summit Prime Minister Boris Johnson had pledged that 2020 would be the ""defining year of climate action"" when he joined Sir David Attenborough to launch the next United Nations climate change conference. The COP26 event is a global united Nations summit about climate change and how countries are planning to tackle it. It was due to take place in Glasgow from 9 - 19 November with more than 200 world leaders due to attend, but when coronavirus arrived, that all changed. Cop26 was moved to 1 and 12 November 2021 but many young activists from around the world are meeting at an online conference called Mock COP26 on the original dates. So what is COP26 all about? Keep reading to find out."	329.0414183090056
2	132_1-1	I remember Glasgow hosting COP26 last year, but unfortunately I was out of the loop. What was the conference about?	MARCO_msmarco_doc_30_1605964568-5	"Learn more about #G7UK #COP26 Twitter 1395288188785098757 COP26 @COP26 · May 20, 2021 1395273087688577026 ""COP26 is about the radical collaboration between everyone"" Ahead of last year's Climate Ambition Summit, we spoke to @LaurenceTubiana, who helped shape the #ParisAgreement With only 6 months until #COP26, we are officially on the road to Glasgow.#TogetherForOurPlanet Twitter 1395273087688577026 COP26 @COP26 · May 20, 2021 1395257984712859655 Four Goals #COP26 Collaboration Working together to deliver the Paris Rulebook and accelerate #ClimateAction is one of the four key goals the UK is taking to governments across the world. Learn more #COP26 | #TogetherForOurPlanet Twitter 1395257984712859655 COP26 @COP26 · May 19, 2021 1395076797579026435 The global transition to a more sustainable and resilient future will require all forms of finance: public and private; domestic and international. Read the #COP26 Priorities for Public Finance #TogetherForOurPlanet | #ClimateAction Twitter 1395076797579026435 COP26 @COP26 · May 19, 2021 1395046592516960257 Gender responsive climate investments can strengthen climate and environmental outcomes, open up business opportunities and be financially more effective. That's one reason why @MarkJCarney has committed to becoming an International Gender Champion Learn more Twitter 1395046592516960257 COP26 @COP26 · May 19, 2021 1394986201787031556 Private finance is crucial in helping the world get to net zero."	299.5698583498288
3	132_1-3	Interesting. What are the effects of these climate changes?	MARCO_msmarco_doc_16_1554292396-5	British Prime Minister Boris Johnson has pledged to call for the G7 to work on a global approach to pandemics to ensure an equal global distribution of COVID-19 vaccines and to prevent future pandemics.He has proposed a five-point plan to prevent future pandemics, which includes a worldwide network of zoonotic research hubs, developing global manufacturing capacity for treatments and vaccines, the design of a global early warning system, the agreement of global protocols for a future health emergency and the reduction of trade barriers. Johnson is also expected to focus on climate change, a top priority for the United Kingdom ahead of the COP26 conference it is due to host in November 2021. UK Secretary for Business Kwasi Kwarteng has indicated that Johnson will be seeking coordinate action on carbon border taxes, green finance, the phase-out of coal and helping poorer countries to set up climate change. While the taxes have been backed by the EU and US, EU climate ambassador Mark Vanhuekelen indicated that Australia may oppose the measures. Another expected topic of discussion is international co-ordination on economic policies. United States Secretary of the Treasury Janet Yellen has signaled a revival in American multilateralism, focusing on the need for continued economic support.	401.8475965684973
4	132_1-3	Interesting. What are the effects of these climate changes?	WAPO_7X7AWMCHIQI6VENLZZBZVJOHYE-0	"LONDON — British Prime Minister Boris Johnson began a ""year of climate action"" on Tuesday, hours after the former president of the U.N. climate conference said the British leader doesn't ""get"" climate change. The United Kingdom will hold a major international climate summit in Glasgow in November — considered the most significant gathering of world leaders since the 2015 climate meeting in Paris — and Britain is keen to strengthen its claim to leadership in the area, especially as it prepares for its place on the world stage post-Brexit. Johnson officially began COP26, as the climate talks are known, at London’s Science Museum on Tuesday. Appearing alongside revered British naturalist David Attenborough, the prime minister declared that Britain, as the “first country to industrialize,” has a “responsibility to lead the way.” Johnson urged other countries to match Britain’s pledge — made by his predecessor Theresa May last year — to cut greenhouse gas emissions to net zero by 2050."	397.8562759984254
5	132_1-3	Interesting. What are the effects of these climate changes?	WAPO_RG7DHDRJR4I6XHBBHTCQDUEYD4-0	"LONDON — British Prime Minister Boris Johnson hasn't talked much about climate change since he declared in February that 2020 would be a ""year of climate action. "" The global pandemic and economic crisis eclipsed climate on his agenda. But he pivoted back to the topic Wednesday, announcing a ""green industrial revolution"" he said would address both climate and pandemic-related concerns — helping the country to become emissions-neutral while creating a quarter-million jobs and reviving the battered economy. Among the notable elements of his 10-point plan is a ban on new sales of gas and diesel cars to start in 2030. That's five years earlier than Johnson said in February and 10 years earlier than the plan before that. “The recovery of our planet and of our economies can and must go hand-in-hand,” he said in a statement. Johnson, head of the right-of-center Conservative Party, wants to highlight Britain’s global leadership role before it is due to host COP26, a major international climate summit, next November."	340.2046411593783
6	132_1-5	That’s rather vague. Can you be more specific about the effects of climate change?	KILT_4243210-0	"IPCC Fourth Assessment Report""Climate Change 2007"", the Fourth Assessment Report (AR4) of the United Nations Intergovernmental Panel on Climate Change (IPCC), is the fourth in a series of reports intended to assess scientific, technical and socio-economic information concerning climate change, its potential effects, and options for adaptation and mitigation. The report is the largest and most detailed summary of the climate change situation ever undertaken, produced by thousands of authors, editors, and reviewers from dozens of countries, citing over 6,000 peer-reviewed scientific studies.It supersedes the Third Assessment Report (2001), and is superseded by the Fifth Assessment Report.The headline findings of the report were: ""warming of the climate system is unequivocal"", and ""most of the observed increase in global average temperatures since the mid-20th century is very likely due to the observed increase in anthropogenic greenhouse gas concentrations."	171.95731900027022
7	132_1-5	That’s rather vague. Can you be more specific about the effects of climate change?	MARCO_msmarco_doc_17_2576492605-51	"""...the IPCC 4th Assessment Report represents the most comprehensive international scientific assessment ever conducted.This assessment reflects the current collective knowledge on the climate system, its evolution to date, and its anticipated future development"". National Oceanic and Atmospheric Administration (US). ""Internationally, the Intergovernmental Panel on Climate Change (IPCC)... is the most senior and authoritative body providing scientific advice to global policy makers"". United States National Research Council. ""The IPCC Third Assessment Report '] conclusion that most of the observed warming of the last 50 years is likely to have been due to the increase in greenhouse gas concentrations accurately reflects the current thinking of the scientific community on this issue"". Network of African Science Academies. ""The IPCC should be congratulated for the contribution it has made to public understanding of the nexus that exists between energy, climate and sustainability"". Royal Meteorological Society, in response to the release of the Fourth Assessment Report, referred to the IPCC as ""The world's best climate scientists"". Stratigraphy Commission of the Geological Society of London. ""The most authoritative assessment of climate change in the near future is provided by the Inter-Governmental Panel for Climate Change""."	132.0893715787679
8	132_1-5	That’s rather vague. Can you be more specific about the effects of climate change?	MARCO_msmarco_doc_16_702526734-51	"""...the IPCC 4th Assessment Report represents the most comprehensive international scientific assessment ever conducted.This assessment reflects the current collective knowledge on the climate system, its evolution to date, and its anticipated future development"". National Oceanic and Atmospheric Administration (US). ""Internationally, the Intergovernmental Panel on Climate Change (IPCC)... is the most senior and authoritative body providing scientific advice to global policy makers"". United States National Research Council. ""The IPCC Third Assessment Report '] conclusion that most of the observed warming of the last 50 years is likely to have been due to the increase in greenhouse gas concentrations accurately reflects the current thinking of the scientific community on this issue"". Network of African Science Academies. ""The IPCC should be congratulated for the contribution it has made to public understanding of the nexus that exists between energy, climate and sustainability"". Royal Meteorological Society, in response to the release of the Fourth Assessment Report, referred to the IPCC as ""The world's best climate scientists"". Stratigraphy Commission of the Geological Society of London. ""The most authoritative assessment of climate change in the near future is provided by the Inter-Governmental Panel for Climate Change""."	132.0893715787679
9	132_1-7	Woah. The effects of climate change are not all bad, right?	MARCO_msmarco_doc_36_685584816-2	Here are just a few ways that climate change impacts our everyday lives: Climate Change Is Bad for Our Health Climate change impacts human health in countless ways, but four are worth emphasizing here: Rising temperatures: As temperatures climb around the globe, we expect to see more heatwaves – and ever-more intense ones at that.Extreme heat can “ overpower the human body ” and cause dehydration, heatstroke, and major organ damage. And certain populations are more at risk from the impacts of heatwaves than others, including the elderly, children, and the poor. Air quality: Pollution from burning fossil fuels is bad enough for the air we breathe, but many impacts of climate change also impact air quality. For instance, climate change has been linked to more wildfires. Wildfire smoke carries fine particles that “ can penetrate deep into your lungs .” Exposure has been linked to burning eyes, heart and lung diseases, and even death. Vector-borne diseases: Vector-borne diseases are illnesses spread by insects or arachnids like mosquitoes, fleas, mites, and ticks. As our climate becomes warmer, some insects will see their geographic ranges grow – bringing the Lyme disease and West Nile or Zika viruses they carry along with them to new regions.	255.0472534335568
